Year,Quarter,Type of application,Institution type group,Geographical region,Nationality, Applications 
2021,2021 Q1,Visa,All other institutions,EU Other,Croatia,1
2021,2021 Q1,Visa,All other institutions,EU Other,Cyprus,3
2021,2021 Q1,Visa,All other institutions,EU 14,Denmark,5
2021,2021 Q1,Visa,All other institutions,America Central and South,Dominica,5
2021,2021 Q1,Visa,All other institutions,America Central and South,Dominican Republic,2
2021,2021 Q1,Visa,All other institutions,America Central and South,Ecuador,2
2021,2021 Q1,Visa,All other institutions,Africa North,Egypt,34
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Equatorial Guinea,1
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Eritrea,1
2021,2021 Q1,Visa,All other institutions,EU 14,France,7
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,"Gambia, The",1
2021,2021 Q1,Visa,All other institutions,EU 14,Germany,4
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Ghana,22
2021,2021 Q1,Visa,All other institutions,America Central and South,Guatemala,1
2021,2021 Q1,Visa,All other institutions,America Central and South,Honduras,1
2021,2021 Q1,Visa,All other institutions,Asia East,Hong Kong,258
2021,2021 Q1,Visa,All other institutions,Asia South,India,230
2021,2021 Q1,Visa,All other institutions,Asia South East,Indonesia,10
2021,2021 Q1,Visa,All other institutions,Middle East,Iran,28
2021,2021 Q1,Visa,All other institutions,Middle East,Iraq,9
2021,2021 Q1,Visa,All other institutions,Middle East,Israel,6
2021,2021 Q1,Visa,All other institutions,EU 14,Italy,2
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Ivory Coast,3
2021,2021 Q1,Visa,All other institutions,America Central and South,Jamaica,1
2021,2021 Q1,Visa,All other institutions,Asia East,Japan,82
2021,2021 Q1,Visa,All other institutions,Middle East,Jordan,10
2021,2021 Q1,Visa,All other institutions,Asia Central,Kazakhstan,13
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Kenya,22
2021,2021 Q1,Visa,All other institutions,Europe Other,Kosovo,1
2021,2021 Q1,Visa,All other institutions,Middle East,Kuwait,44
2021,2021 Q1,Visa,All other institutions,Asia Central,Kyrgyzstan,1
2021,2021 Q1,Visa,All other institutions,EU 8,Latvia,1
2021,2021 Q1,Visa,All other institutions,Middle East,Lebanon,14
2021,2021 Q1,Visa,All other institutions,Africa North,Libya,1
2021,2021 Q1,Visa,All other institutions,Asia East,Macau,4
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Malawi,2
2021,2021 Q1,Visa,All other institutions,Asia South East,Malaysia,24
2021,2021 Q1,Visa,All other institutions,Africa North,Mauritania,3
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Mauritius,1
2021,2021 Q1,Visa,All other institutions,America Central and South,Mexico,11
2021,2021 Q1,Visa,All other institutions,Asia East,Mongolia,2
2021,2021 Q1,Visa,All other institutions,Africa North,Morocco,31
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Mozambique,1
2021,2021 Q1,Visa,All other institutions,Asia South East,Myanmar (Burma),1
2021,2021 Q1,Visa,All other institutions,Asia South,Nepal,5
2021,2021 Q1,Visa,All other institutions,EU 14,Netherlands,1
2021,2021 Q1,Visa,All other institutions,Oceania,New Zealand,6
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Niger,1
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Nigeria,153
2021,2021 Q1,Visa,All other institutions,Europe Other,Norway,1
2021,2021 Q1,Visa,All other institutions,Middle East,Occupied Palestinian Territories,3
2021,2021 Q1,Visa,All other institutions,Middle East,Oman,9
2021,2021 Q1,Visa,All other institutions,Other,Other and unknown,1
2021,2021 Q1,Visa,All other institutions,Asia South,Pakistan,366
2021,2021 Q1,Visa,All other institutions,America Central and South,Peru,3
2021,2021 Q1,Visa,All other institutions,Asia South East,Philippines,1
2021,2021 Q1,Visa,All other institutions,Middle East,Qatar,41
2021,2021 Q1,Visa,All other institutions,EU 2,Romania,2
2021,2021 Q1,Visa,All other institutions,Europe Other,Russia,67
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Rwanda,3
2021,2021 Q1,Visa,All other institutions,Middle East,Saudi Arabia,61
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Senegal,1
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Seychelles,1
2021,2021 Q1,Visa,All other institutions,Asia South East,Singapore,15
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,South Africa,8
2021,2021 Q1,Visa,All other institutions,Asia East,South Korea,36
2021,2021 Q1,Visa,All other institutions,EU 14,Spain,2
2021,2021 Q1,Visa,All other institutions,Asia South,Sri Lanka,15
2021,2021 Q1,Visa,All other institutions,America Central and South,St Kitts and Nevis,1
2021,2021 Q1,Visa,All other institutions,America Central and South,St Lucia,1
2021,2021 Q1,Visa,All other institutions,Africa North,Sudan,5
2021,2021 Q1,Visa,All other institutions,EU 14,Sweden,1
2021,2021 Q1,Visa,All other institutions,Europe Other,Switzerland,7
2021,2021 Q1,Visa,All other institutions,Middle East,Syria,4
2021,2021 Q1,Visa,All other institutions,Asia East,Taiwan,12
2021,2021 Q1,Visa,All other institutions,Asia Central,Tajikistan,1
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Tanzania,1
2021,2021 Q1,Visa,All other institutions,Asia South East,Thailand,42
2021,2021 Q1,Visa,All other institutions,America Central and South,Trinidad and Tobago,5
2021,2021 Q1,Visa,All other institutions,Africa North,Tunisia,2
2021,2021 Q1,Visa,All other institutions,Europe Other,Turkey,22
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Uganda,5
2021,2021 Q1,Visa,All other institutions,Europe Other,Ukraine,23
2021,2021 Q1,Visa,All other institutions,Middle East,United Arab Emirates,12
2021,2021 Q1,Visa,All other institutions,America North,United States,106
2021,2021 Q1,Visa,All other institutions,Asia Central,Uzbekistan,6
2021,2021 Q1,Visa,All other institutions,America Central and South,Venezuela,3
2021,2021 Q1,Visa,All other institutions,Asia South East,Vietnam,31
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Zambia,5
2021,2021 Q1,Visa,All other institutions,Africa Sub-Saharan,Zimbabwe,14
2021,2021 Q1,Extensions of stay,All other institutions,Europe Other,Albania,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa North,Algeria,6
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Angola,3
2021,2021 Q1,Extensions of stay,All other institutions,America Central and South,Argentina,1
2021,2021 Q1,Extensions of stay,All other institutions,Europe Other,Armenia,1
2021,2021 Q1,Extensions of stay,All other institutions,Oceania,Australia,8
2021,2021 Q1,Extensions of stay,All other institutions,Asia South,Bangladesh,2
2021,2021 Q1,Extensions of stay,All other institutions,America Central and South,Barbados,2
2021,2021 Q1,Extensions of stay,All other institutions,America Central and South,Brazil,3
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Cameroon,1
2021,2021 Q1,Extensions of stay,All other institutions,America North,Canada,7
2021,2021 Q1,Extensions of stay,All other institutions,Asia East,China,174
2021,2021 Q1,Extensions of stay,All other institutions,Africa North,Egypt,4
2021,2021 Q1,Extensions of stay,All other institutions,America Central and South,El Salvador,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Equatorial Guinea,1
2021,2021 Q1,Extensions of stay,All other institutions,EU 14,Germany,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Ghana,8
2021,2021 Q1,Extensions of stay,All other institutions,America Central and South,Grenada,2
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Guinea,5
2021,2021 Q1,Extensions of stay,All other institutions,Asia East,Hong Kong,89
2021,2021 Q1,Extensions of stay,All other institutions,Asia South,India,17
2021,2021 Q1,Extensions of stay,All other institutions,Asia South East,Indonesia,3
2021,2021 Q1,Extensions of stay,All other institutions,Middle East,Iran,5
2021,2021 Q1,Extensions of stay,All other institutions,Middle East,Iraq,1
2021,2021 Q1,Extensions of stay,All other institutions,Middle East,Israel,2
2021,2021 Q1,Extensions of stay,All other institutions,Asia East,Japan,10
2021,2021 Q1,Extensions of stay,All other institutions,Middle East,Jordan,1
2021,2021 Q1,Extensions of stay,All other institutions,Asia Central,Kazakhstan,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Kenya,4
2021,2021 Q1,Extensions of stay,All other institutions,Middle East,Kuwait,2
2021,2021 Q1,Extensions of stay,All other institutions,Asia Central,Kyrgyzstan,1
2021,2021 Q1,Extensions of stay,All other institutions,Asia South East,Laos,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Liberia,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa North,Libya,2
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Malawi,1
2021,2021 Q1,Extensions of stay,All other institutions,Asia South East,Malaysia,3
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Mauritius,1
2021,2021 Q1,Extensions of stay,All other institutions,America Central and South,Mexico,2
2021,2021 Q1,Extensions of stay,All other institutions,Africa North,Morocco,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Namibia,1
2021,2021 Q1,Extensions of stay,All other institutions,Oceania,New Zealand,1
2021,2021 Q1,Extensions of stay,All other institutions,America Central and South,Nicaragua,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Nigeria,33
2021,2021 Q1,Extensions of stay,All other institutions,Middle East,Oman,3
2021,2021 Q1,Extensions of stay,All other institutions,Asia South,Pakistan,11
2021,2021 Q1,Extensions of stay,All other institutions,Asia South East,Philippines,2
2021,2021 Q1,Extensions of stay,All other institutions,Europe Other,Russia,8
2021,2021 Q1,Extensions of stay,All other institutions,Middle East,Saudi Arabia,12
2021,2021 Q1,Extensions of stay,All other institutions,Asia South East,Singapore,2
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,South Africa,1
2021,2021 Q1,Extensions of stay,All other institutions,Asia East,South Korea,10
2021,2021 Q1,Extensions of stay,All other institutions,EU 14,Spain,2
2021,2021 Q1,Extensions of stay,All other institutions,Asia South,Sri Lanka,2
2021,2021 Q1,Extensions of stay,All other institutions,America Central and South,St Kitts and Nevis,2
2021,2021 Q1,Extensions of stay,All other institutions,Africa North,Sudan,1
2021,2021 Q1,Extensions of stay,All other institutions,Europe Other,Switzerland,1
2021,2021 Q1,Extensions of stay,All other institutions,Asia East,Taiwan,4
2021,2021 Q1,Extensions of stay,All other institutions,Asia South East,Thailand,9
2021,2021 Q1,Extensions of stay,All other institutions,Asia Central,Turkmenistan,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Uganda,1
2021,2021 Q1,Extensions of stay,All other institutions,Europe Other,Ukraine,4
2021,2021 Q1,Extensions of stay,All other institutions,Middle East,United Arab Emirates,3
2021,2021 Q1,Extensions of stay,All other institutions,America North,United States,24
2021,2021 Q1,Extensions of stay,All other institutions,Asia South East,Vietnam,5
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Zambia,1
2021,2021 Q1,Extensions of stay,All other institutions,Africa Sub-Saharan,Zimbabwe,3
2021,2021 Q2,Visa,Higher Education institution,Asia Central,Afghanistan,22
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Albania,24
2021,2021 Q2,Visa,Higher Education institution,Africa North,Algeria,17
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Angola,5
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Argentina,9
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Armenia,2
2021,2021 Q2,Visa,Higher Education institution,Oceania,Australia,76
2021,2021 Q2,Visa,Higher Education institution,EU 14,Austria,16
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Azerbaijan,6
2021,2021 Q2,Visa,Higher Education institution,America Central and South,"Bahamas, The",2
2021,2021 Q2,Visa,Higher Education institution,Middle East,Bahrain,17
2021,2021 Q2,Visa,Higher Education institution,Asia South,Bangladesh,380
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Barbados,8
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Belarus,1
2021,2021 Q2,Visa,Higher Education institution,EU 14,Belgium,2
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Belize,1
2021,2021 Q2,Visa,Higher Education institution,Asia South,Bhutan,1
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Bolivia,5
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Botswana,8
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Brazil,46
2021,2021 Q2,Visa,Higher Education institution,Other,British overseas citizens,2
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Brunei,8
2021,2021 Q2,Visa,Higher Education institution,EU 2,Bulgaria,1
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Burundi,1
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Cambodia,6
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Cameroon,28
2021,2021 Q2,Visa,Higher Education institution,America North,Canada,282
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Chile,38
2021,2021 Q2,Visa,Higher Education institution,Asia East,China,4224
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Colombia,34
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Congo (Democratic Republic),3
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Costa Rica,2
2021,2021 Q2,Visa,Higher Education institution,EU Other,Croatia,1
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Cuba,1
2021,2021 Q2,Visa,Higher Education institution,EU Other,Cyprus,18
2021,2021 Q2,Visa,Higher Education institution,EU 8,Czechia,3
2021,2021 Q2,Visa,Higher Education institution,EU 14,Denmark,14
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Djibouti,1
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Dominica,3
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Dominican Republic,2
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Ecuador,14
2021,2021 Q2,Visa,Higher Education institution,Africa North,Egypt,89
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Eritrea,1
2021,2021 Q2,Visa,Higher Education institution,EU 8,Estonia,4
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Eswatini,1
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Ethiopia,3
2021,2021 Q2,Visa,Higher Education institution,EU 14,Finland,9
2021,2021 Q2,Visa,Higher Education institution,EU 14,France,161
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,"Gambia, The",5
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Georgia,3
2021,2021 Q2,Visa,Higher Education institution,EU 14,Germany,154
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Ghana,133
2021,2021 Q2,Visa,Higher Education institution,EU 14,Greece,36
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Grenada,1
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Guatemala,1
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Guyana,2
2021,2021 Q2,Visa,Higher Education institution,Asia East,Hong Kong,81
2021,2021 Q2,Visa,Higher Education institution,EU 8,Hungary,3
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Iceland,5
2021,2021 Q2,Visa,Higher Education institution,Asia South,India,4055
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Indonesia,90
2021,2021 Q2,Visa,Higher Education institution,Middle East,Iran,80
2021,2021 Q2,Visa,Higher Education institution,Middle East,Iraq,55
2021,2021 Q2,Visa,Higher Education institution,Middle East,Israel,10
2021,2021 Q2,Visa,Higher Education institution,EU 14,Italy,92
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Ivory Coast,3
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Jamaica,7
2021,2021 Q2,Visa,Higher Education institution,Asia East,Japan,160
2021,2021 Q2,Visa,Higher Education institution,Middle East,Jordan,60
2021,2021 Q2,Visa,Higher Education institution,Asia Central,Kazakhstan,27
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Kenya,34
2021,2021 Q2,Visa,Higher Education institution,Middle East,Kuwait,85
2021,2021 Q2,Visa,Higher Education institution,Asia Central,Kyrgyzstan,3
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Laos,1
2021,2021 Q2,Visa,Higher Education institution,Middle East,Lebanon,46
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Liberia,1
2021,2021 Q2,Visa,Higher Education institution,Africa North,Libya,17
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Liechtenstein,1
2021,2021 Q2,Visa,Higher Education institution,EU 14,Luxembourg,3
2021,2021 Q2,Visa,Higher Education institution,Asia East,Macau,2
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Malawi,7
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Malaysia,82
2021,2021 Q2,Visa,Higher Education institution,Asia South,Maldives,4
2021,2021 Q2,Visa,Higher Education institution,EU Other,Malta,8
2021,2021 Q2,Visa,Higher Education institution,Africa North,Mauritania,2
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Mauritius,15
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Mexico,57
2021,2021 Q2,Visa,Higher Education institution,Asia East,Mongolia,6
2021,2021 Q2,Visa,Higher Education institution,Africa North,Morocco,47
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Mozambique,2
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Myanmar (Burma),25
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Namibia,3
2021,2021 Q2,Visa,Higher Education institution,Asia South,Nepal,72
2021,2021 Q2,Visa,Higher Education institution,EU 14,Netherlands,27
2021,2021 Q2,Visa,Higher Education institution,Oceania,New Zealand,18
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Nicaragua,1
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Niger,3
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Nigeria,1451
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Norway,27
2021,2021 Q2,Visa,Higher Education institution,Middle East,Occupied Palestinian Territories,10
2021,2021 Q2,Visa,Higher Education institution,Middle East,Oman,33
2021,2021 Q2,Visa,Higher Education institution,Asia South,Pakistan,904
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Panama,3
2021,2021 Q2,Visa,Higher Education institution,Oceania,Papua New Guinea,1
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Peru,49
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Philippines,13
2021,2021 Q2,Visa,Higher Education institution,EU 8,Poland,14
2021,2021 Q2,Visa,Higher Education institution,EU 14,Portugal,23
2021,2021 Q2,Visa,Higher Education institution,Middle East,Qatar,20
2021,2021 Q2,Visa,Higher Education institution,EU 2,Romania,7
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Russia,41
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Rwanda,1
2021,2021 Q2,Visa,Higher Education institution,Middle East,Saudi Arabia,456
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Senegal,1
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Serbia,5
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Seychelles,1
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Sierra Leone,6
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Singapore,134
2021,2021 Q2,Visa,Higher Education institution,EU 8,Slovakia,6
2021,2021 Q2,Visa,Higher Education institution,EU 8,Slovenia,1
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Somalia,1
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,South Africa,43
2021,2021 Q2,Visa,Higher Education institution,Asia East,South Korea,163
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,South Sudan,3
2021,2021 Q2,Visa,Higher Education institution,EU 14,Spain,102
2021,2021 Q2,Visa,Higher Education institution,Asia South,Sri Lanka,84
2021,2021 Q2,Visa,Higher Education institution,America Central and South,St Kitts and Nevis,4
2021,2021 Q2,Visa,Higher Education institution,America Central and South,St Lucia,1
2021,2021 Q2,Visa,Higher Education institution,Other,Stateless,1
2021,2021 Q2,Visa,Higher Education institution,Africa North,Sudan,21
2021,2021 Q2,Visa,Higher Education institution,EU 14,Sweden,17
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Switzerland,30
2021,2021 Q2,Visa,Higher Education institution,Middle East,Syria,17
2021,2021 Q2,Visa,Higher Education institution,Asia East,Taiwan,173
2021,2021 Q2,Visa,Higher Education institution,Asia Central,Tajikistan,1
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Tanzania,20
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Thailand,263
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Trinidad and Tobago,4
2021,2021 Q2,Visa,Higher Education institution,Africa North,Tunisia,5
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Turkey,100
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Uganda,14
2021,2021 Q2,Visa,Higher Education institution,Europe Other,Ukraine,10
2021,2021 Q2,Visa,Higher Education institution,Middle East,United Arab Emirates,24
2021,2021 Q2,Visa,Higher Education institution,America North,United States,1052
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Uruguay,1
2021,2021 Q2,Visa,Higher Education institution,Asia Central,Uzbekistan,21
2021,2021 Q2,Visa,Higher Education institution,America Central and South,Venezuela,5
2021,2021 Q2,Visa,Higher Education institution,Asia South East,Vietnam,69
2021,2021 Q2,Visa,Higher Education institution,Middle East,Yemen,3
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Zambia,10
2021,2021 Q2,Visa,Higher Education institution,Africa Sub-Saharan,Zimbabwe,34
2021,2021 Q2,Unknown,Higher Education institution,Asia East,Hong Kong,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Albania,6
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa North,Algeria,15
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Angola,5
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Argentina,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Armenia,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Oceania,Australia,16
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Azerbaijan,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Bahrain,3
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South,Bangladesh,95
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Belarus,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Benin,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Botswana,2
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Brazil,13
2021,2021 Q2,Extensions of stay,Higher Education institution,Other,British overseas citizens,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South East,Brunei,2
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 2,Bulgaria,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Burkina Faso,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Cameroon,8
2021,2021 Q2,Extensions of stay,Higher Education institution,America North,Canada,34
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Chile,7
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia East,China,384
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Colombia,6
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Congo,1
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Costa Rica,1
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Dominica,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa North,Egypt,32
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Ethiopia,3
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 14,Finland,1
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 14,France,7
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 14,Germany,8
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Ghana,33
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 14,Greece,2
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Grenada,1
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Guyana,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia East,Hong Kong,26
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Iceland,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South,India,889
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South East,Indonesia,25
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Iran,34
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Iraq,23
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Israel,4
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 14,Italy,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia East,Japan,11
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Jordan,20
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia Central,Kazakhstan,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Kenya,13
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Kuwait,12
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia Central,Kyrgyzstan,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Lebanon,10
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Liberia,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa North,Libya,16
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 14,Luxembourg,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Malawi,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South East,Malaysia,99
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South,Maldives,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa North,Mauritania,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Mauritius,7
2021,2021 Q2,Extensions of stay,Higher Education institution,America Central and South,Mexico,29
2021,2021 Q2,Extensions of stay,Higher Education institution,Europe Other,Moldova,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia East,Mongolia,3
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa North,Morocco,12
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Mozambique,2
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South East,Myanmar (Burma),5
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Namibia,1
2021,2021 Q2,Extensions of stay,Higher Education institution,Asia South,Nepal,29
2021,2021 Q2,Extensions of stay,Higher Education institution,EU 14,Netherlands,3
2021,2021 Q2,Extensions of stay,Higher Education institution,Oceania,New Zealand,7
2021,2021 Q2,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Nigeria,413
2021,2021 Q2,Extensions of stay,Higher Education institution,Middle East,Occupied Palestinian Territories,5
