Year,Quarter,Type_of_application,Category_of_leave,Geographical_region,Nationality,Applications
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Mauritania,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Morocco,43
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Sudan,176
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa North,Tunisia,16
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Angola,6
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Benin,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Botswana,14
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Burundi,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Cameroon,13
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Cape Verde,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Congo,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Congo (Democratic Republic),3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Djibouti,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Eritrea,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ethiopia,7
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Gabon,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,"Gambia, The",6
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ghana,112
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ivory Coast,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Kenya,99
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Madagascar,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Malawi,13
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Mali,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Mauritius,65
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Mozambique,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Namibia,7
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Niger,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Nigeria,1345
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Rwanda,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Senegal,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Seychelles,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Sierra Leone,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Somalia,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,South Africa,240
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Swaziland,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Tanzania,16
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Uganda,34
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Zambia,21
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Zimbabwe,213
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Antigua and Barbuda,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Argentina,28
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,"Bahamas, The",2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Barbados,6
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Belize,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Bolivia,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Brazil,160
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Chile,20
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Colombia,45
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Costa Rica,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Cuba,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Dominica,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Dominican Republic,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Ecuador,9
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,El Salvador,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Grenada,8
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Guatemala,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Guyana,13
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Haiti,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Honduras,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Jamaica,141
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Mexico,92
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Nicaragua,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Peru,17
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Kitts and Nevis,5
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Lucia,11
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Vincent and the Grenadines,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Trinidad and Tobago,84
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Uruguay,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America Central and South,Venezuela,8
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America North,Canada,564
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),America North,United States,1039
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Afghanistan,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Kazakhstan,29
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Kyrgyzstan,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Tajikistan,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Turkmenistan,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia Central,Uzbekistan,7
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,China,1147
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Hong Kong,121
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Japan,182
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Korea (North),3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Korea (South),144
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Macau,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Mongolia,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia East,Taiwan,87
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Bangladesh,163
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,India,8239
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Maldives,5
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Nepal,85
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Pakistan,842
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South,Sri Lanka,144
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Brunei,12
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Burma,255
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Indonesia,88
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Malaysia,802
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Philippines,951
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Singapore,276
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Thailand,54
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Asia South East,Vietnam,70
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Austria,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Denmark,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Finland,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,France,9
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Germany,6
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Greece,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Italy,11
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Netherlands,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Portugal,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Spain,7
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 14,Sweden,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 8,Hungary,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU 8,Poland,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),EU Other,Malta,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Albania,30
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Armenia,7
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Azerbaijan,25
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Belarus,19
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Bosnia and Herzegovina,5
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Georgia,7
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Kosovo,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Macedonia,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Moldova,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Monaco,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Montenegro,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Russia,305
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Serbia,19
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Turkey,169
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Europe Other,Ukraine,92
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Bahrain,21
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Iran,139
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Iraq,57
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Israel,35
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Jordan,98
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Kuwait,9
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Lebanon,59
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Occupied Palestinian Territories,23
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Oman,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Qatar,4
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Saudi Arabia,17
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Syria,31
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,United Arab Emirates,3
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Middle East,Yemen,9
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Oceania,Australia,760
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Oceania,Fiji,2
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Oceania,New Caledonia,1
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Oceania,New Zealand,307
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Other,British overseas citizens,32
2021,2021 Q3,Extensions of stay,Worker (Previously Tier 2),Other,Other and unknown,13
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Egypt,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Libya,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Morocco,6
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa North,Tunisia,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Cameroon,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,"Gambia, The",1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ghana,4
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ivory Coast,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Kenya,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Nigeria,19
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Rwanda,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Senegal,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,South Africa,15
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Sudan (South),3
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Uganda,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zambia,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zimbabwe,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Antigua and Barbuda,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Argentina,35
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,"Bahamas, The",2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Barbados,4
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Brazil,56
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Chile,9
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Colombia,5
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Grenada,7
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Mexico,14
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Peru,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,St. Kitts and Nevis,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Trinidad and Tobago,4
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Uruguay,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America Central and South,Venezuela,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America North,Canada,96
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),America North,United States,854
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia Central,Afghanistan,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia Central,Kazakhstan,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,China,44
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Hong Kong,10
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Japan,21
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Korea (North),1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Korea (South),20
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Mongolia,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia East,Taiwan,10
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Bangladesh,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,India,28
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Nepal,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South,Sri Lanka,9
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Brunei,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Indonesia,6
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Malaysia,6
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Philippines,8
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Singapore,8
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Thailand,3
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Asia South East,Vietnam,4
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Austria,13
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Belgium,29
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Denmark,33
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Finland,19
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,France,82
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Germany,182
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Greece,6
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Italy,70
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Netherlands,134
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Portugal,16
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Spain,62
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 14,Sweden,59
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 2,Bulgaria,17
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 2,Romania,23
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 8,Czech Republic,4
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 8,Estonia,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 8,Hungary,11
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 8,Latvia,5
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 8,Lithuania,5
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 8,Poland,82
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 8,Slovakia,6
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU 8,Slovenia,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU Other,Croatia,8
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),EU Other,Malta,4
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Belarus,3
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Bosnia and Herzegovina,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Iceland,9
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Norway,44
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Russia,6
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Serbia,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Switzerland,8
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Turkey,13
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Europe Other,Ukraine,13
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Iran,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Israel,28
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Jordan,2
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Saudi Arabia,47
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Syria,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Middle East,Yemen,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Oceania,Australia,50
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Oceania,New Zealand,8
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Oceania,Solomon Islands,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Oceania,Tonga,1
2021,2021 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Other,Other and unknown,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa North,Algeria,13
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa North,Egypt,323
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa North,Libya,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa North,Mauritania,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa North,Morocco,43
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa North,Sudan,93
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa North,Tunisia,20
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Angola,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Benin,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Botswana,18
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Burundi,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Cameroon,13
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Cape Verde,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Congo (Democratic Republic),2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Djibouti,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Ethiopia,7
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Gabon,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,"Gambia, The",2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Ghana,320
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Kenya,204
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Lesotho,5
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Liberia,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Malawi,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Mali,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Mauritius,31
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Mozambique,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Namibia,5
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Nigeria,1178
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Rwanda,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Senegal,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Somalia,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,South Africa,442
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Sudan (South),1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Swaziland,3
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Tanzania,8
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Togo,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Uganda,28
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Zambia,26
2021,2021 Q3,Visa,Worker (Previously Tier 2),Africa Sub-Saharan,Zimbabwe,387
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Antigua and Barbuda,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Argentina,60
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,"Bahamas, The",3
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Barbados,6
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Belize,5
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Bolivia,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Brazil,287
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Chile,21
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Colombia,50
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Costa Rica,8
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Cuba,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Dominica,2
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Dominican Republic,5
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Ecuador,14
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,El Salvador,1
2021,2021 Q3,Visa,Worker (Previously Tier 2),America Central and South,Grenada,7
